,,Rotisserie Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,joshez,Bludac,samp,clorpy,Neo,Siddharth ,dgcritch,Balbadorf,ebbitten,drewshaver,,,,,,,,,,,,,,,,,,,,
1,→,Swords to Plowshares,Fable of the Mirror-Breaker,Thoughtseize,Badgermole Cub,"Phelia, Exuberant Shepherd",Dismember,Pyrogoyf,"Urza, Lord High Artificer","Ragavan, Nimble Pilferer","Wan Shi Tong, Librarian",,,↩, ,,,Draft Status,,,,W,R,B,G,W,B,R,U,R,U
2,↪,Mystic Confluence,Chthonian Nightmare,"Sheoldred, the Apocalypse",Icetill Explorer,Solitude,Mother of Runes,Fury,Mox Opal,Cori-Steel Cutter,Mana Leak,,,,,,,Double Picks After:,25,,,U,B,B,G,W,W,R,C,R,U
3,,Quantum Riddler,Grief,"Sephiroth, Fabled SOLDIER",Strip Mine,Stoneforge Mystic,"Spider-Woman, Stunning Savior","Laelia, the Blade Reforged",Retrofitter Foundry,Lightning Bolt,Misty Rainforest,,,↩,,,,Players:,10,,,U,B,B,C,W,WU,R,C,R,C
4,↪,Path to Exile,Fear of Missing Out,"Yawgmoth, Thran Physician",Verdant Catacombs,Giver of Runes,Oust,Screaming Nemesis,Phyrexian Metamorph,"Inti, Seneschal of the Sun",Misty Rainforest 2,,,,,,,Picks per Player:,45,,,W,R,B,C,W,W,R,U,R,C
5,,Counterspell,Currency Converter,Demonic Tutor,Windswept Heath,Smuggler's Copter,Lurrus of the Dream-Den,Hired Claw,Memory Lapse,Amped Raptor,Birds of Paradise,,,↩,,,,Total Picks:,450,,,U,C,B,C,C,WB,R,U,R,G
6,↪,Miscalculation,Bloodstained Mire,Overlord of the Balemurk,Verdant Catacombs 2,Thraben Inspector,Spectacular Spider-Man,Kumano Faces Kakkazan,Mishra's Bauble,Chainsaw,"Uro, Titan of Nature's Wrath",,,,,,,Picks Made:,450,,,U,C,B,C,W,W,R,C,R,UG
7,,Brainstorm,Dauthi Voidwalker,Goblin Bombardment,Noble Hierarch,Ancient Tomb,Reprieve,Figure of Destiny,Palantír of Orthanc,Chain Lightning,Ignoble Hierarch,,,↩,,,,Picks Remaining:,0,,,U,B,R,WUG,C,W,WR,C,R,BRG
8,↪,Skyclave Apparition,Liliana of the Veil,Marionette Apprentice,Wooded Foothills,Overlord of the Mistmoors,Luminarch Aspirant,Generous Plunderer,"The Mechanist, Aerial Artisan",Bomat Courier,Malevolent Rumble,,,,,,,Making Double Picks:,TRUE,,,W,B,B,C,W,W,R,U,R,G
9,,Remand,"Kroxa, Titan of Death's Hunger",Dark Ritual,Six,Voice of Victory,Novice Inspector,"Ivora, Insatiable Heir","Karn, Scion of Urza",Monstrous Rage,Unable to Scream,,,↩,,,,Next Player if Single Pick:,10,,,U,BR,B,G,W,W,R,C,R,U
10,↪,Unexpectedly Absent,Inquisition of Kozilek,Blood Crypt,Fanatic of Rhonas,"Toby, Beastie Befriender",Fatal Push,Flame Slash,Cryptic Coat,Bonecrusher Giant,Sentinel of the Nameless City,,,,,,,Next Player if Double Pick,10,,,W,B,BR,G,W,B,R,U,R,G
11,,Stock Up,Bitter Triumph,The Meathook Massacre,Windswept Heath 2,Mana Tithe,Marsh Flats,"Lutri, the Spellchaser",Ponder,Dreadhorde Arcanist,Floodpits Drowner,,,↩,,,,Round Number:,45,,,U,B,B,C,W,C,UR,U,R,U
12,↪,Subtlety,Wooded Foothills 2,Bloodstained Mire 2,Scythecat Cub,"Cloud, Midgar Mercenary",Deep-Cavern Bat,Pyrokinesis,Preordain,Burst Lightning,"Malcolm, Alluring Scoundrel",,,,,,,Next Player:,FALSE,,,U,C,C,G,W,B,R,U,R,U
13,,Lórien Revealed,Birthing Ritual,Marsh Flats 2,"Titania, Protector of Argoth",Sheltered by Ghosts,Flooded Strand,Unholy Heat,Chrome Host Seedshark,Robber of the Rich,Questing Beast,,,↩,,,,Next Row:,45,,,U,G,C,G,W,C,R,U,R,G
14,↪,Flooded Strand 2,Deathrite Shaman,Polluted Delta,Toxic Deluge,Winds of Abandon,Godless Shrine,Detective's Phoenix,Astrologian's Planisphere,Rabbit Battery,Esika's Chariot,,,,,,,Next Player Name:,FALSE,,,C,BG,C,B,W,WB,R,U,R,G
15,,Polluted Delta 2,Prismatic Vista,"Grist, the Hunger Tide",Pest Infestation,Lion Sash,Soul-Guide Lantern,Dragonkin Berserker,Three Steps Ahead,Grim Lavamancer,Force Spike,,,↩,,,,Draft Active:,FALSE,,,C,C,BG,G,W,C,R,U,R,U
16,↪,Make Disappear,Troll of Khazad-dûm,Overgrown Tomb 2,Overgrown Tomb,Portable Hole,Arid Mesa,Emberheart Challenger,Chrome Mox,Fireblast,Stern Scolding,,,,,,,,,,,U,B,BG,BG,W,C,R,C,R,U
17,,Sublime Epiphany,Underground Mortuary,Blood Crypt 2,Llanowar Elves,Esper Sentinel,Arid Mesa 2,Scalding Tarn,Scalding Tarn 2,Mutavault,Spell Pierce,,,↩,,,,,,,,U,BG,BR,G,W,C,C,C,C,U
18,↪,The Wandering Emperor,Monument to Endurance,Blooming Marsh,Sheoldred's Edict,Sanguine Evangelist,Cathar Commando,Sacred Foundry,Scrapwork Mutt,Blinkmoth Nexus,Molt Tender,,,,,,,,,,,W,C,BG,B,W,W,WR,R,C,G
19,,"Wan Shi Tong, All-Knowing",Oliphaunt,Raucous Theater,Springheart Nantuko,Glimmer Lens,Staff of the Storyteller,Showdown of the Skalds,"Jace, the Mind Sculptor",Tersa Lightshatter,"Nissa, Ascended Animist",,,↩,,,,,,,,U,R,BR,G,W,W,WR,U,R,G
20,↪,Damn,Norman Osborn,Seasoned Pyromancer,Sylvan Caryatid,Witch Enchanter,Clarion Spirit,Lightning Helix,Brazen Borrower,Mizzium Mortars,Elvish Mystic,,,,,,,,,,,WB,UBR,R,G,W,W,WR,U,R,G
21,,Day of Judgment,Voldaren Epicure,Phyrexian Tower,Shadowy Backstreet,Abandoned Air Temple,Godless Shrine 2,Goblin Rabblemaster,Hard Evidence,Torch the Tower,Keen-Eyed Curator,,,↩,,,,,,,,W,R,B,WB,W,WB,R,U,R,G
22,↪,Sunfall,Abhorrent Oculus,Preacher of the Schism,"Bristly Bill, Spine Sower",Loran of the Third Path,Snuff Out,"Kari Zev, Skyship Raider",Snapcaster Mage,Bloodthirsty Adversary,Scavenging Ooze,,,,,,,,,,,W,U,B,G,W,B,R,U,R,G
23,,Timeless Dragon,Unearth,Priest of Forgotten Gods,Hunter's Talent,"Thalia, Guardian of Thraben",Sevinne's Reclamation,Dragon's Rage Channeler,Consult the Star Charts,Gingerbrute,Eternal Witness,,,↩,,,,,,,,W,B,B,G,W,W,R,U,C,G
